status,kind,callable_key,symbol,isis9_symbol_type,isis10_symbol_type
unchanged,method,Isis::AbstractFilter::metaObject,Isis::AbstractFilter::metaObject() const,T,T
unchanged,method,Isis::AbstractFilter::nullify,Isis::AbstractFilter::nullify(),T,T
unchanged,method,Isis::AbstractFilter::qt_metacall,"Isis::AbstractFilter::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::AbstractFilter::qt_metacast,Isis::AbstractFilter::qt_metacast(char const*),T,T
unchanged,data,,Isis::AbstractFilter::staticMetaObject,D,D
unchanged,method,Isis::AbstractFilter::updateEffectiveness,Isis::AbstractFilter::updateEffectiveness(),T,T
unchanged,method,Isis::AbstractFilter::updateMinForSuccess,Isis::AbstractFilter::updateMinForSuccess(int),T,T
unchanged,method,Isis::AbstractFilter::~AbstractFilter,Isis::AbstractFilter::~AbstractFilter(),T,T
unchanged,method,Isis::AbstractFilterSelector::AbstractFilterSelector,Isis::AbstractFilterSelector::AbstractFilterSelector(),T,T
unchanged,method,Isis::AbstractFilterSelector::close,Isis::AbstractFilterSelector::close(Isis::AbstractFilterSelector*),T,T
unchanged,method,Isis::AbstractFilterSelector::createSelector,Isis::AbstractFilterSelector::createSelector(),T,T
unchanged,method,Isis::AbstractFilterSelector::deleteFilter,Isis::AbstractFilterSelector::deleteFilter(),T,T
unchanged,method,Isis::AbstractFilterSelector::filterChanged,Isis::AbstractFilterSelector::filterChanged(),T,T
unchanged,method,Isis::AbstractFilterSelector::getDescription,Isis::AbstractFilterSelector::getDescription(QString (Isis::AbstractFilter::*)() const) const,T,T
unchanged,method,Isis::AbstractFilterSelector::getFilter,Isis::AbstractFilterSelector::getFilter() const,T,T
unchanged,method,Isis::AbstractFilterSelector::getMainLayout,Isis::AbstractFilterSelector::getMainLayout() const,T,T
unchanged,method,Isis::AbstractFilterSelector::getSelector,Isis::AbstractFilterSelector::getSelector() const,T,T
unchanged,method,Isis::AbstractFilterSelector::hasFilter,Isis::AbstractFilterSelector::hasFilter() const,T,T
unchanged,method,Isis::AbstractFilterSelector::hasFilter,Isis::AbstractFilterSelector::hasFilter(bool (Isis::AbstractFilter::*)() const) const,T,T
unchanged,method,Isis::AbstractFilterSelector::metaObject,Isis::AbstractFilterSelector::metaObject() const,T,T
unchanged,method,Isis::AbstractFilterSelector::nullify,Isis::AbstractFilterSelector::nullify(),T,T
unchanged,method,Isis::AbstractFilterSelector::operator=,Isis::AbstractFilterSelector::operator=(Isis::AbstractFilterSelector const&),T,T
unchanged,method,Isis::AbstractFilterSelector::qt_metacall,"Isis::AbstractFilterSelector::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::AbstractFilterSelector::qt_metacast,Isis::AbstractFilterSelector::qt_metacast(char const*),T,T
unchanged,method,Isis::AbstractFilterSelector::sendClose,Isis::AbstractFilterSelector::sendClose(),T,T
unchanged,method,Isis::AbstractFilterSelector::setFilter,Isis::AbstractFilterSelector::setFilter(Isis::AbstractFilter*),T,T
unchanged,method,Isis::AbstractFilterSelector::sizeChanged,Isis::AbstractFilterSelector::sizeChanged(),T,T
unchanged,data,,Isis::AbstractFilterSelector::staticMetaObject,D,D
unchanged,method,Isis::AbstractFilterSelector::~AbstractFilterSelector,Isis::AbstractFilterSelector::~AbstractFilterSelector(),T,T
unchanged,method,Isis::AbstractImageItem::AbstractImageItem,"Isis::AbstractImageItem::AbstractImageItem(QString, Isis::ControlNet*, int, Isis::AbstractTreeItem*)",T,T
unchanged,method,Isis::AbstractImageItem::deleteSource,Isis::AbstractImageItem::deleteSource(),T,T
unchanged,method,Isis::AbstractImageItem::getData,Isis::AbstractImageItem::getData() const,T,T
unchanged,method,Isis::AbstractImageItem::getData,Isis::AbstractImageItem::getData(QString) const,T,T
unchanged,method,Isis::AbstractImageItem::getPointer,Isis::AbstractImageItem::getPointer() const,T,T
unchanged,method,Isis::AbstractImageItem::getPointerType,Isis::AbstractImageItem::getPointerType() const,T,T
unchanged,method,Isis::AbstractImageItem::hasImage,Isis::AbstractImageItem::hasImage(QString) const,T,T
unchanged,method,Isis::AbstractImageItem::isDataEditable,Isis::AbstractImageItem::isDataEditable(QString) const,T,T
unchanged,method,Isis::AbstractImageItem::setData,"Isis::AbstractImageItem::setData(QString const&, QString const&)",T,T
unchanged,method,Isis::AbstractImageItem::sourceDeleted,Isis::AbstractImageItem::sourceDeleted(),T,T
unchanged,method,Isis::AbstractImageItem::~AbstractImageItem,Isis::AbstractImageItem::~AbstractImageItem(),T,T
unchanged,method,Isis::AbstractLeafItem::AbstractLeafItem,Isis::AbstractLeafItem::AbstractLeafItem(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractLeafItem::addChild,Isis::AbstractLeafItem::addChild(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractLeafItem::childAt,Isis::AbstractLeafItem::childAt(int) const,T,T
unchanged,method,Isis::AbstractLeafItem::childCount,Isis::AbstractLeafItem::childCount() const,T,T
unchanged,method,Isis::AbstractLeafItem::getChildren,Isis::AbstractLeafItem::getChildren() const,T,T
unchanged,method,Isis::AbstractLeafItem::getFirstVisibleChild,Isis::AbstractLeafItem::getFirstVisibleChild() const,T,T
unchanged,method,Isis::AbstractLeafItem::getLastVisibleChild,Isis::AbstractLeafItem::getLastVisibleChild() const,T,T
unchanged,method,Isis::AbstractLeafItem::indexOf,Isis::AbstractLeafItem::indexOf(Isis::AbstractTreeItem*) const,T,T
unchanged,method,Isis::AbstractLeafItem::setFirstVisibleChild,Isis::AbstractLeafItem::setFirstVisibleChild(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractLeafItem::setLastVisibleChild,Isis::AbstractLeafItem::setLastVisibleChild(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractLeafItem::~AbstractLeafItem,Isis::AbstractLeafItem::~AbstractLeafItem(),T,T
unchanged,method,Isis::AbstractMeasureItem::AbstractMeasureItem,"Isis::AbstractMeasureItem::AbstractMeasureItem(Isis::ControlMeasure*, int, Isis::AbstractTreeItem*)",T,T
unchanged,method,Isis::AbstractMeasureItem::createColumns,Isis::AbstractMeasureItem::createColumns(),T,T
unchanged,method,Isis::AbstractMeasureItem::deleteSource,Isis::AbstractMeasureItem::deleteSource(),T,T
unchanged,method,Isis::AbstractMeasureItem::getColumn,Isis::AbstractMeasureItem::getColumn(QString),T,T
unchanged,method,Isis::AbstractMeasureItem::getColumnName,Isis::AbstractMeasureItem::getColumnName(Isis::AbstractMeasureItem::Column),T,T
unchanged,method,Isis::AbstractMeasureItem::getData,Isis::AbstractMeasureItem::getData() const,T,T
unchanged,method,Isis::AbstractMeasureItem::getData,Isis::AbstractMeasureItem::getData(QString) const,T,T
unchanged,method,Isis::AbstractMeasureItem::getPointer,Isis::AbstractMeasureItem::getPointer() const,T,T
unchanged,method,Isis::AbstractMeasureItem::getPointerType,Isis::AbstractMeasureItem::getPointerType() const,T,T
unchanged,method,Isis::AbstractMeasureItem::hasMeasure,Isis::AbstractMeasureItem::hasMeasure(Isis::ControlMeasure*) const,T,T
unchanged,method,Isis::AbstractMeasureItem::isDataEditable,Isis::AbstractMeasureItem::isDataEditable(QString) const,T,T
unchanged,method,Isis::AbstractMeasureItem::setData,"Isis::AbstractMeasureItem::setData(QString const&, QString const&)",T,T
unchanged,method,Isis::AbstractMeasureItem::setLogData,"Isis::AbstractMeasureItem::setLogData(Isis::ControlMeasure*, int, QString const&)",T,T
unchanged,method,Isis::AbstractMeasureItem::sourceDeleted,Isis::AbstractMeasureItem::sourceDeleted(),T,T
unchanged,method,Isis::AbstractMeasureItem::~AbstractMeasureItem,Isis::AbstractMeasureItem::~AbstractMeasureItem(),T,T
unchanged,method,Isis::AbstractMultipleChoiceFilter::AbstractMultipleChoiceFilter,Isis::AbstractMultipleChoiceFilter::AbstractMultipleChoiceFilter(Isis::AbstractMultipleChoiceFilter const&),T,T
unchanged,method,Isis::AbstractMultipleChoiceFilter::AbstractMultipleChoiceFilter,"Isis::AbstractMultipleChoiceFilter::AbstractMultipleChoiceFilter(QFlags<Isis::AbstractFilter::FilterEffectiveness>, int)",T,T
added,method,Isis::AbstractMultipleChoiceFilter::createWidget,Isis::AbstractMultipleChoiceFilter::createWidget(QList<QString>),,T
removed,method,Isis::AbstractMultipleChoiceFilter::createWidget,Isis::AbstractMultipleChoiceFilter::createWidget(QStringList),T,
unchanged,method,Isis::AbstractMultipleChoiceFilter::getCurrentChoice,Isis::AbstractMultipleChoiceFilter::getCurrentChoice() const,T,T
unchanged,method,Isis::AbstractMultipleChoiceFilter::metaObject,Isis::AbstractMultipleChoiceFilter::metaObject() const,T,T
unchanged,method,Isis::AbstractMultipleChoiceFilter::nullify,Isis::AbstractMultipleChoiceFilter::nullify(),T,T
unchanged,method,Isis::AbstractMultipleChoiceFilter::qt_metacall,"Isis::AbstractMultipleChoiceFilter::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::AbstractMultipleChoiceFilter::qt_metacast,Isis::AbstractMultipleChoiceFilter::qt_metacast(char const*),T,T
unchanged,data,,Isis::AbstractMultipleChoiceFilter::staticMetaObject,D,D
unchanged,method,Isis::AbstractMultipleChoiceFilter::updateCurChoice,Isis::AbstractMultipleChoiceFilter::updateCurChoice(QString),T,T
unchanged,method,Isis::AbstractMultipleChoiceFilter::~AbstractMultipleChoiceFilter,Isis::AbstractMultipleChoiceFilter::~AbstractMultipleChoiceFilter(),T,T
unchanged,method,Isis::AbstractNullDataItem::AbstractNullDataItem,Isis::AbstractNullDataItem::AbstractNullDataItem(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractNullDataItem::deleteSource,Isis::AbstractNullDataItem::deleteSource(),T,T
unchanged,method,Isis::AbstractNullDataItem::getData,Isis::AbstractNullDataItem::getData() const,T,T
unchanged,method,Isis::AbstractNullDataItem::getData,Isis::AbstractNullDataItem::getData(QString) const,T,T
unchanged,method,Isis::AbstractNullDataItem::getPointer,Isis::AbstractNullDataItem::getPointer() const,T,T
unchanged,method,Isis::AbstractNullDataItem::getPointerType,Isis::AbstractNullDataItem::getPointerType() const,T,T
unchanged,method,Isis::AbstractNullDataItem::isDataEditable,Isis::AbstractNullDataItem::isDataEditable(QString) const,T,T
removed,method,Isis::AbstractNullDataItem::metaObject,Isis::AbstractNullDataItem::metaObject() const,T,
unchanged,method,Isis::AbstractNullDataItem::operator<,Isis::AbstractNullDataItem::operator<(Isis::AbstractTreeItem const&) const,T,T
removed,method,Isis::AbstractNullDataItem::qt_metacall,"Isis::AbstractNullDataItem::qt_metacall(QMetaObject::Call, int, void**)",T,
removed,method,Isis::AbstractNullDataItem::qt_metacast,Isis::AbstractNullDataItem::qt_metacast(char const*),T,
unchanged,method,Isis::AbstractNullDataItem::setData,"Isis::AbstractNullDataItem::setData(QString const&, QString const&)",T,T
unchanged,method,Isis::AbstractNullDataItem::sourceDeleted,Isis::AbstractNullDataItem::sourceDeleted(),T,T
removed,data,,Isis::AbstractNullDataItem::staticMetaObject,D,
unchanged,method,Isis::AbstractNullDataItem::~AbstractNullDataItem,Isis::AbstractNullDataItem::~AbstractNullDataItem(),T,T
unchanged,method,Isis::AbstractNumberFilter::AbstractNumberFilter,Isis::AbstractNumberFilter::AbstractNumberFilter(Isis::AbstractNumberFilter const&),T,T
unchanged,method,Isis::AbstractNumberFilter::AbstractNumberFilter,"Isis::AbstractNumberFilter::AbstractNumberFilter(QFlags<Isis::AbstractFilter::FilterEffectiveness>, int)",T,T
unchanged,method,Isis::AbstractNumberFilter::createWidget,Isis::AbstractNumberFilter::createWidget(),T,T
unchanged,method,Isis::AbstractNumberFilter::descriptionSuffix,Isis::AbstractNumberFilter::descriptionSuffix() const,T,T
unchanged,method,Isis::AbstractNumberFilter::evaluate,Isis::AbstractNumberFilter::evaluate(double) const,T,T
unchanged,method,Isis::AbstractNumberFilter::lessThan,Isis::AbstractNumberFilter::lessThan() const,T,T
unchanged,method,Isis::AbstractNumberFilter::metaObject,Isis::AbstractNumberFilter::metaObject() const,T,T
unchanged,method,Isis::AbstractNumberFilter::nullify,Isis::AbstractNumberFilter::nullify(),T,T
unchanged,method,Isis::AbstractNumberFilter::qt_metacall,"Isis::AbstractNumberFilter::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::AbstractNumberFilter::qt_metacast,Isis::AbstractNumberFilter::qt_metacast(char const*),T,T
unchanged,data,,Isis::AbstractNumberFilter::staticMetaObject,D,D
unchanged,method,Isis::AbstractNumberFilter::updateLineEditText,Isis::AbstractNumberFilter::updateLineEditText(QString),T,T
unchanged,method,Isis::AbstractNumberFilter::~AbstractNumberFilter,Isis::AbstractNumberFilter::~AbstractNumberFilter(),T,T
unchanged,method,Isis::AbstractParentItem::AbstractParentItem,Isis::AbstractParentItem::AbstractParentItem(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractParentItem::addChild,Isis::AbstractParentItem::addChild(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractParentItem::childAt,Isis::AbstractParentItem::childAt(int) const,T,T
unchanged,method,Isis::AbstractParentItem::childCount,Isis::AbstractParentItem::childCount() const,T,T
unchanged,method,Isis::AbstractParentItem::getChildren,Isis::AbstractParentItem::getChildren() const,T,T
unchanged,method,Isis::AbstractParentItem::getFirstVisibleChild,Isis::AbstractParentItem::getFirstVisibleChild() const,T,T
unchanged,method,Isis::AbstractParentItem::getLastVisibleChild,Isis::AbstractParentItem::getLastVisibleChild() const,T,T
unchanged,method,Isis::AbstractParentItem::indexOf,Isis::AbstractParentItem::indexOf(Isis::AbstractTreeItem*) const,T,T
unchanged,method,Isis::AbstractParentItem::setFirstVisibleChild,Isis::AbstractParentItem::setFirstVisibleChild(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractParentItem::setLastVisibleChild,Isis::AbstractParentItem::setLastVisibleChild(Isis::AbstractTreeItem*),T,T
unchanged,method,Isis::AbstractParentItem::~AbstractParentItem,Isis::AbstractParentItem::~AbstractParentItem(),T,T
unchanged,method,Isis::AbstractPlate::AbstractPlate,Isis::AbstractPlate::AbstractPlate(),T,T
unchanged,method,Isis::AbstractPlate::construct,"Isis::AbstractPlate::construct(TNT::Array1D<double> const&, TNT::Array1D<double> const&, Isis::SurfacePoint*) const",T,T
unchanged,method,Isis::AbstractPlate::name,Isis::AbstractPlate::name() const,T,T
unchanged,method,Isis::AbstractPlate::~AbstractPlate,Isis::AbstractPlate::~AbstractPlate(),T,T
unchanged,method,Isis::AbstractPlotTool::AbstractPlotTool,Isis::AbstractPlotTool::AbstractPlotTool(QWidget*),T,T
unchanged,method,Isis::AbstractPlotTool::addWindow,Isis::AbstractPlotTool::addWindow(),T,T
unchanged,method,Isis::AbstractPlotTool::createCurve,"Isis::AbstractPlotTool::createCurve(QString, QPen, Isis::PlotCurve::Units, Isis::PlotCurve::Units)",T,T
unchanged,method,Isis::AbstractPlotTool::createToolBarWidget,Isis::AbstractPlotTool::createToolBarWidget(QStackedWidget*),T,T
unchanged,method,Isis::AbstractPlotTool::metaObject,Isis::AbstractPlotTool::metaObject() const,T,T
unchanged,method,Isis::AbstractPlotTool::paintViewport,"Isis::AbstractPlotTool::paintViewport(Isis::MdiCubeViewport*, QPainter*)",T,T
unchanged,method,Isis::AbstractPlotTool::plotWindows,Isis::AbstractPlotTool::plotWindows(),T,T
unchanged,method,Isis::AbstractPlotTool::qt_metacall,"Isis::AbstractPlotTool::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::AbstractPlotTool::qt_metacast,Isis::AbstractPlotTool::qt_metacast(char const*),T,T
unchanged,method,Isis::AbstractPlotTool::removeWindow,Isis::AbstractPlotTool::removeWindow(QObject*),T,T
unchanged,method,Isis::AbstractPlotTool::repaintViewports,Isis::AbstractPlotTool::repaintViewports(),T,T
unchanged,method,Isis::AbstractPlotTool::repaintViewports,Isis::AbstractPlotTool::repaintViewports(Isis::CubePlotCurve*),T,T
unchanged,method,Isis::AbstractPlotTool::selectedWindow,Isis::AbstractPlotTool::selectedWindow(bool),T,T
unchanged,method,Isis::AbstractPlotTool::selectedWindowChanged,Isis::AbstractPlotTool::selectedWindowChanged(),T,T
unchanged,method,Isis::AbstractPlotTool::showPlotWindow,Isis::AbstractPlotTool::showPlotWindow(),T,T
unchanged,data,,Isis::AbstractPlotTool::staticMetaObject,D,D
unchanged,method,Isis::AbstractPlotTool::updateTool,Isis::AbstractPlotTool::updateTool(),T,T
unchanged,method,Isis::AbstractPlotTool::viewportsToPlot,Isis::AbstractPlotTool::viewportsToPlot(),T,T
unchanged,method,Isis::AbstractPlotTool::~AbstractPlotTool,Isis::AbstractPlotTool::~AbstractPlotTool(),T,T
unchanged,method,Isis::AbstractPointItem::AbstractPointItem,"Isis::AbstractPointItem::AbstractPointItem(Isis::ControlPoint*, int, Isis::AbstractTreeItem*)",T,T
unchanged,method,Isis::AbstractPointItem::createColumns,Isis::AbstractPointItem::createColumns(),T,T
unchanged,method,Isis::AbstractPointItem::deleteSource,Isis::AbstractPointItem::deleteSource(),T,T
unchanged,method,Isis::AbstractPointItem::getColumn,Isis::AbstractPointItem::getColumn(QString),T,T
unchanged,method,Isis::AbstractPointItem::getColumnName,Isis::AbstractPointItem::getColumnName(Isis::AbstractPointItem::Column),T,T
unchanged,method,Isis::AbstractPointItem::getData,Isis::AbstractPointItem::getData() const,T,T
unchanged,method,Isis::AbstractPointItem::getData,Isis::AbstractPointItem::getData(QString) const,T,T
unchanged,method,Isis::AbstractPointItem::getPointer,Isis::AbstractPointItem::getPointer() const,T,T
unchanged,method,Isis::AbstractPointItem::getPointerType,Isis::AbstractPointItem::getPointerType() const,T,T
unchanged,method,Isis::AbstractPointItem::hasPoint,Isis::AbstractPointItem::hasPoint(Isis::ControlPoint*) const,T,T
unchanged,method,Isis::AbstractPointItem::isDataEditable,Isis::AbstractPointItem::isDataEditable(QString) const,T,T
unchanged,method,Isis::AbstractPointItem::prepareSigmas,"Isis::AbstractPointItem::prepareSigmas(Isis::Distance, Isis::SurfacePoint)",T,T
unchanged,method,Isis::AbstractPointItem::prepareSurfacePoint,"Isis::AbstractPointItem::prepareSurfacePoint(Isis::Distance, Isis::SurfacePoint)",T,T
unchanged,method,Isis::AbstractPointItem::prepareSurfacePoint,"Isis::AbstractPointItem::prepareSurfacePoint(Isis::Latitude, Isis::SurfacePoint)",T,T
unchanged,method,Isis::AbstractPointItem::prepareSurfacePoint,"Isis::AbstractPointItem::prepareSurfacePoint(Isis::Longitude, Isis::SurfacePoint)",T,T
unchanged,method,Isis::AbstractPointItem::prepareSurfacePoint,Isis::AbstractPointItem::prepareSurfacePoint(Isis::SurfacePoint),T,T
unchanged,method,Isis::AbstractPointItem::prepareXYZSigmas,"Isis::AbstractPointItem::prepareXYZSigmas(Isis::Distance, Isis::SurfacePoint)",T,T
unchanged,method,Isis::AbstractPointItem::resetColumnHeaders,Isis::AbstractPointItem::resetColumnHeaders(Isis::TableColumnList*),T,T
unchanged,method,Isis::AbstractPointItem::setData,"Isis::AbstractPointItem::setData(QString const&, QString const&)",T,T
unchanged,method,Isis::AbstractPointItem::sourceDeleted,Isis::AbstractPointItem::sourceDeleted(),T,T
unchanged,method,Isis::AbstractPointItem::~AbstractPointItem,Isis::AbstractPointItem::~AbstractPointItem(),T,T
unchanged,method,Isis::AbstractProjectItemView::AbstractProjectItemView,Isis::AbstractProjectItemView::AbstractProjectItemView(QWidget*),T,T
unchanged,method,Isis::AbstractProjectItemView::addItem,Isis::AbstractProjectItemView::addItem(Isis::ProjectItem*),T,T
unchanged,method,Isis::AbstractProjectItemView::addItems,Isis::AbstractProjectItemView::addItems(QList<Isis::ProjectItem*>),T,T
unchanged,method,Isis::AbstractProjectItemView::contextMenuActions,Isis::AbstractProjectItemView::contextMenuActions(),T,T
unchanged,method,Isis::AbstractProjectItemView::currentItem,Isis::AbstractProjectItemView::currentItem(),T,T
unchanged,method,Isis::AbstractProjectItemView::disableActions,Isis::AbstractProjectItemView::disableActions(),T,T
unchanged,method,Isis::AbstractProjectItemView::dragEnterEvent,Isis::AbstractProjectItemView::dragEnterEvent(QDragEnterEvent*),T,T
